statement,original_label,binary_label,true_id,predicted_id,predicted_label,prob_fake,prob_real,confidence,correct,error_type,token_length
Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average.,true,REAL,1,0,FAKE,0.9741001725196838,0.025899779051542282,0.9741001725196838,False,REAL_TO_FAKE,24
"Bill Nelson leased land that he owned for six cows, taking advantage of an agricultural tax loophole to dodge $43,000 in taxes just last year.",half-true,FAKE,0,1,REAL,0.098393514752388,0.9016065001487732,0.9016065001487732,False,FAKE_TO_REAL,33
"Says 315,000 mostly minority Texas students are enrolled in failing schools.",mostly-true,REAL,1,0,FAKE,0.981270432472229,0.01872960478067398,0.981270432472229,False,REAL_TO_FAKE,16
I said no to these big bank bailouts.,true,REAL,1,0,FAKE,0.9848679900169373,0.015132050961256027,0.9848679900169373,False,REAL_TO_FAKE,12
Property taxes have increased 20 percent under four years of Chris Christie.,mostly-true,REAL,1,0,FAKE,0.9041248559951782,0.09587513655424118,0.9041248559951782,False,REAL_TO_FAKE,15
Says If you compare the Portland Metro area to the CDCs statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.,false,FAKE,0,1,REAL,0.043820906430482864,0.9561790823936462,0.9561790823936462,False,FAKE_TO_REAL,40
On federal stimulus money for expanding rail service.,true,REAL,1,0,FAKE,0.9766938090324402,0.02330620400607586,0.9766938090324402,False,REAL_TO_FAKE,11
"The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",mostly-true,REAL,1,0,FAKE,0.9884688258171082,0.01153113879263401,0.9884688258171082,False,REAL_TO_FAKE,37
"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",false,FAKE,0,1,REAL,0.04263423755764961,0.9573657512664795,0.9573657512664795,False,FAKE_TO_REAL,29
"The United States can immediately tap a domestic energy resource of more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.",barely-true,FAKE,0,1,REAL,0.033071085810661316,0.9669288992881775,0.9669288992881775,False,FAKE_TO_REAL,30
"McCain ""has opposed stem cell research.""",false,FAKE,0,1,REAL,0.027646493166685104,0.972353458404541,0.972353458404541,False,FAKE_TO_REAL,11
"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.",true,REAL,1,0,FAKE,0.9119913578033447,0.08800865709781647,0.9119913578033447,False,REAL_TO_FAKE,18
We already pay the highest electricity prices in the country here in New England.,half-true,FAKE,0,1,REAL,0.0389702133834362,0.9610297679901123,0.9610297679901123,False,FAKE_TO_REAL,17
Rhode Islands unemployment insurance system is the most expensive such system in the country.,false,FAKE,0,1,REAL,0.03386841341853142,0.9661316275596619,0.9661316275596619,False,FAKE_TO_REAL,17
"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage.",true,REAL,1,0,FAKE,0.9249440431594849,0.07505598664283752,0.9249440431594849,False,REAL_TO_FAKE,37
Sayvideo shows massive alligator strolling across Florida golf course.,true,REAL,1,0,FAKE,0.9861889481544495,0.013811060227453709,0.9861889481544495,False,REAL_TO_FAKE,15
"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",mostly-true,REAL,1,0,FAKE,0.9384504556655884,0.061549484729766846,0.9384504556655884,False,REAL_TO_FAKE,38
Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,mostly-true,REAL,1,0,FAKE,0.9813631772994995,0.01863682270050049,0.9813631772994995,False,REAL_TO_FAKE,23
"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",true,REAL,1,0,FAKE,0.9426593780517578,0.057340607047080994,0.9426593780517578,False,REAL_TO_FAKE,36
"Obama ""won health care for 150,000 people.""",true,REAL,1,0,FAKE,0.9808365106582642,0.019163500517606735,0.9808365106582642,False,REAL_TO_FAKE,14
"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",mostly-true,REAL,1,0,FAKE,0.9204254746437073,0.07957454025745392,0.9204254746437073,False,REAL_TO_FAKE,30
State governments have little ability to stimulate job growth in the short run.,true,REAL,1,0,FAKE,0.9040034413337708,0.09599658101797104,0.9040034413337708,False,REAL_TO_FAKE,16
Says the U.S. federal income tax rate was 0 percent until 1913.,half-true,FAKE,0,1,REAL,0.03875471279025078,0.9612452983856201,0.9612452983856201,False,FAKE_TO_REAL,18
"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",true,REAL,1,0,FAKE,0.9139439463615417,0.08605603873729706,0.9139439463615417,False,REAL_TO_FAKE,23
You had supported John McCain's military strategies pretty adamantly until this race.,barely-true,FAKE,0,1,REAL,0.058550089597702026,0.9414499402046204,0.9414499402046204,False,FAKE_TO_REAL,18
Takes credit for substantially reducing the size of the state workforce.,mostly-true,REAL,1,0,FAKE,0.9390541315078735,0.06094583496451378,0.9390541315078735,False,REAL_TO_FAKE,14
Rooting for the Red Sox is like rooting for the drug companies.,true,REAL,1,0,FAKE,0.9130492210388184,0.08695073425769806,0.9130492210388184,False,REAL_TO_FAKE,17
On allowing a vote on universal gun background checks in the U.S. Senate.,true,REAL,1,0,FAKE,0.9048448204994202,0.09515521675348282,0.9048448204994202,False,REAL_TO_FAKE,19
Obama has more czars than the Romanovs.,true,REAL,1,0,FAKE,0.9889740943908691,0.011025913059711456,0.9889740943908691,False,REAL_TO_FAKE,13
"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",pants-fire,FAKE,0,1,REAL,0.039798885583877563,0.9602011442184448,0.9602011442184448,False,FAKE_TO_REAL,30
"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",mostly-true,REAL,1,0,FAKE,0.9498446583747864,0.050155311822891235,0.9498446583747864,False,REAL_TO_FAKE,36
"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",mostly-true,REAL,1,0,FAKE,0.93643718957901,0.0635627806186676,0.93643718957901,False,REAL_TO_FAKE,32
Heroin .. pours across our southern borders.,true,REAL,1,0,FAKE,0.9788116812705994,0.021188363432884216,0.9788116812705994,False,REAL_TO_FAKE,12
"We have an Army that just cut 40,000 spots.",mostly-true,REAL,1,0,FAKE,0.9410553574562073,0.05894460529088974,0.9410553574562073,False,REAL_TO_FAKE,14
Says Mitt Romney supports cap and trade.,false,FAKE,0,1,REAL,0.09909693151712418,0.9009031057357788,0.9009031057357788,False,FAKE_TO_REAL,11
My supporters arent special interest groups in Madison and Milwaukee.,mostly-true,REAL,1,0,FAKE,0.9867268800735474,0.013273151591420174,0.9867268800735474,False,REAL_TO_FAKE,14
"Says McCain ""supported George Bush's policies 95 percent of the time.""",half-true,FAKE,0,1,REAL,0.030480554327368736,0.9695194363594055,0.9695194363594055,False,FAKE_TO_REAL,18
"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",true,REAL,1,0,FAKE,0.9723531007766724,0.027646897360682487,0.9723531007766724,False,REAL_TO_FAKE,40
"We had a three-hour debate, no discussion about the national debt, very little about the economy.",mostly-true,REAL,1,0,FAKE,0.9040502309799194,0.09594976902008057,0.9040502309799194,False,REAL_TO_FAKE,23
Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,mostly-true,REAL,1,0,FAKE,0.9862414598464966,0.013758583925664425,0.9862414598464966,False,REAL_TO_FAKE,24
Six thousand people have sought addiction treatment through expanded Medicaid.,false,FAKE,0,1,REAL,0.0411452017724514,0.9588547348976135,0.9588547348976135,False,FAKE_TO_REAL,15
The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,false,FAKE,0,1,REAL,0.09563232958316803,0.9043676853179932,0.9043676853179932,False,FAKE_TO_REAL,24
About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,pants-fire,FAKE,0,1,REAL,0.0393243171274662,0.9606757164001465,0.9606757164001465,False,FAKE_TO_REAL,25
"First, he was in favor of my plan, now he's attacking it.",mostly-true,REAL,1,0,FAKE,0.9790592193603516,0.020940743386745453,0.9790592193603516,False,REAL_TO_FAKE,19
Says President Barack Obamas approval rating gained 3 points in the last couple months.,mostly-true,REAL,1,0,FAKE,0.9451626539230347,0.05483733490109444,0.9451626539230347,False,REAL_TO_FAKE,18
"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",mostly-true,REAL,1,0,FAKE,0.9379851818084717,0.06201476976275444,0.9379851818084717,False,REAL_TO_FAKE,38
Says Mitch McConnell voted two times against the Violence Against Women Act.,half-true,FAKE,0,1,REAL,0.09784441441297531,0.9021555781364441,0.9021555781364441,False,FAKE_TO_REAL,15
"Based on current trends, 15.5 million girls will be married in the next 16 years as children.",half-true,FAKE,0,1,REAL,0.09509524703025818,0.9049047231674194,0.9049047231674194,False,FAKE_TO_REAL,23
"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",half-true,FAKE,0,1,REAL,0.031207861378788948,0.9687920808792114,0.9687920808792114,False,FAKE_TO_REAL,43
Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,mostly-true,REAL,1,0,FAKE,0.9771122336387634,0.022887837141752243,0.9771122336387634,False,REAL_TO_FAKE,22
Donald Trump says that NATO is obsolete and that we need to get rid of NATO...,barely-true,FAKE,0,1,REAL,0.08776330947875977,0.9122366309165955,0.9122366309165955,False,FAKE_TO_REAL,21
The problem of unwanted sexual contacts in the military is not just a womans issue. More than half of the victims are men.,mostly-true,REAL,1,0,FAKE,0.9353482127189636,0.0646517276763916,0.9353482127189636,False,REAL_TO_FAKE,28
Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,true,REAL,1,0,FAKE,0.9287723898887634,0.07122766226530075,0.9287723898887634,False,REAL_TO_FAKE,31
Over half the people on disability are either anxious or their back hurts.,false,FAKE,0,1,REAL,0.06466404348611832,0.9353359341621399,0.9353359341621399,False,FAKE_TO_REAL,16
"Today California is kicking our butt, creating more jobs and more economic growth than Texas.",true,REAL,1,0,FAKE,0.9081838130950928,0.09181614965200424,0.9081838130950928,False,REAL_TO_FAKE,19
Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,true,REAL,1,0,FAKE,0.9446291327476501,0.05537091940641403,0.9446291327476501,False,REAL_TO_FAKE,16
District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010.,half-true,FAKE,0,1,REAL,0.06002848222851753,0.9399715662002563,0.9399715662002563,False,FAKE_TO_REAL,32
The Republican National Convention is a Super Bowl times four.,false,FAKE,0,1,REAL,0.026941291987895966,0.9730587601661682,0.9730587601661682,False,FAKE_TO_REAL,13
22 Countries Invaded by the U.S. in 20 Years.,false,FAKE,0,1,REAL,0.053905073553323746,0.9460948705673218,0.9460948705673218,False,FAKE_TO_REAL,15
Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,true,REAL,1,0,FAKE,0.9167782664299011,0.08322175592184067,0.9167782664299011,False,REAL_TO_FAKE,21
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",mostly-true,REAL,1,0,FAKE,0.9200947880744934,0.07990526407957077,0.9200947880744934,False,REAL_TO_FAKE,34
Lorain is the poorest urban school district in the state of Ohio.,false,FAKE,0,1,REAL,0.0717618316411972,0.9282381534576416,0.9282381534576416,False,FAKE_TO_REAL,17
Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.,half-true,FAKE,0,1,REAL,0.032872408628463745,0.9671275615692139,0.9671275615692139,False,FAKE_TO_REAL,27
One in five American households have nobody under the same roof thats got a job.,half-true,FAKE,0,1,REAL,0.021573100239038467,0.9784269332885742,0.9784269332885742,False,FAKE_TO_REAL,19
"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",true,REAL,1,0,FAKE,0.9509819746017456,0.04901806265115738,0.9509819746017456,False,REAL_TO_FAKE,35
"Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election.",mostly-true,REAL,1,0,FAKE,0.9616950154304504,0.03830496221780777,0.9616950154304504,False,REAL_TO_FAKE,29
The United States is the only developed country in the world that has not cut its corporate tax rate.,half-true,FAKE,0,1,REAL,0.06260422617197037,0.9373958110809326,0.9373958110809326,False,FAKE_TO_REAL,22
"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",mostly-true,REAL,1,0,FAKE,0.9815921783447266,0.01840786263346672,0.9815921783447266,False,REAL_TO_FAKE,24
Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,barely-true,FAKE,0,1,REAL,0.06140774115920067,0.938592255115509,0.938592255115509,False,FAKE_TO_REAL,20
Women have come through the recession worse off than men the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,mostly-true,REAL,1,0,FAKE,0.9844741821289062,0.015525810420513153,0.9844741821289062,False,REAL_TO_FAKE,45
Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.,half-true,FAKE,0,1,REAL,0.04076676815748215,0.959233283996582,0.959233283996582,False,FAKE_TO_REAL,44
Georgias HOPE scholarship is still the richest scholarship program in America.,half-true,FAKE,0,1,REAL,0.07506704330444336,0.9249329566955566,0.9249329566955566,False,FAKE_TO_REAL,15
Were trailing every other state in the Midwest in terms of job creation since January of 2011.,half-true,FAKE,0,1,REAL,0.08096335083246231,0.9190366268157959,0.9190366268157959,False,FAKE_TO_REAL,20
We have the most productive workers in the world.,mostly-true,REAL,1,0,FAKE,0.9651777744293213,0.034822266548871994,0.9651777744293213,False,REAL_TO_FAKE,12
"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",mostly-true,REAL,1,0,FAKE,0.942512035369873,0.05748795345425606,0.942512035369873,False,REAL_TO_FAKE,24
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",half-true,FAKE,0,1,REAL,0.01586482673883438,0.9841352105140686,0.9841352105140686,False,FAKE_TO_REAL,23
On the Troubled Asset Relief Program (TARP),true,REAL,1,0,FAKE,0.9668094515800476,0.0331905260682106,0.9668094515800476,False,REAL_TO_FAKE,12
"Even with recent changes, the average hourly wage at General Motors is still $75 an hour.",false,FAKE,0,1,REAL,0.09608395397663116,0.9039161205291748,0.9039161205291748,False,FAKE_TO_REAL,21
"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",mostly-true,REAL,1,0,FAKE,0.9288357496261597,0.07116422802209854,0.9288357496261597,False,REAL_TO_FAKE,31
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,true,REAL,1,0,FAKE,0.9122461676597595,0.0877537876367569,0.9122461676597595,False,REAL_TO_FAKE,35
"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.",mostly-true,REAL,1,0,FAKE,0.9160451292991638,0.08395490795373917,0.9160451292991638,False,REAL_TO_FAKE,24
Says Charlie Crist implemented Jeb Bushs A+ Plan.,true,REAL,1,0,FAKE,0.9339640140533447,0.06603596359491348,0.9339640140533447,False,REAL_TO_FAKE,15
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,false,FAKE,0,1,REAL,0.03346312791109085,0.966536819934845,0.966536819934845,False,FAKE_TO_REAL,26
"There are 60,000 fewer jobs today in this state than we had in 2008.",half-true,FAKE,0,1,REAL,0.04478760436177254,0.9552123546600342,0.9552123546600342,False,FAKE_TO_REAL,19
"When people enter the service, theres not a mental health evaluation.",true,REAL,1,0,FAKE,0.9770508408546448,0.022949093952775,0.9770508408546448,False,REAL_TO_FAKE,16
Uses headlines to portray Gov. Rick Perry as beholden to special interests.,mostly-true,REAL,1,0,FAKE,0.9792776703834534,0.020722324028611183,0.9792776703834534,False,REAL_TO_FAKE,17
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,true,REAL,1,0,FAKE,0.9839878678321838,0.016012052074074745,0.9839878678321838,False,REAL_TO_FAKE,25
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",mostly-true,REAL,1,0,FAKE,0.921976625919342,0.07802340388298035,0.921976625919342,False,REAL_TO_FAKE,21
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,mostly-true,REAL,1,0,FAKE,0.9530158042907715,0.04698425158858299,0.9530158042907715,False,REAL_TO_FAKE,23
Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,barely-true,FAKE,0,1,REAL,0.039608266204595566,0.9603917598724365,0.9603917598724365,False,FAKE_TO_REAL,30
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",false,FAKE,0,1,REAL,0.07635799795389175,0.9236419796943665,0.9236419796943665,False,FAKE_TO_REAL,50
... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,true,REAL,1,0,FAKE,0.915346086025238,0.08465389907360077,0.915346086025238,False,REAL_TO_FAKE,44
Ford is moving all of their small-car production to Mexico.,mostly-true,REAL,1,0,FAKE,0.9714771509170532,0.028522886335849762,0.9714771509170532,False,REAL_TO_FAKE,15
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",true,REAL,1,0,FAKE,0.9887796640396118,0.01122036948800087,0.9887796640396118,False,REAL_TO_FAKE,28
"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",true,REAL,1,0,FAKE,0.9880614280700684,0.011938521638512611,0.9880614280700684,False,REAL_TO_FAKE,21
The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.,true,REAL,1,0,FAKE,0.9750359654426575,0.02496403641998768,0.9750359654426575,False,REAL_TO_FAKE,35
"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",mostly-true,REAL,1,0,FAKE,0.9655674695968628,0.03443250432610512,0.9655674695968628,False,REAL_TO_FAKE,38
"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",true,REAL,1,0,FAKE,0.9310181140899658,0.06898193061351776,0.9310181140899658,False,REAL_TO_FAKE,128
More than 10 years of free trade has brought a $2 billion per day trade deficit.,mostly-true,REAL,1,0,FAKE,0.9638770818710327,0.03612285852432251,0.9638770818710327,False,REAL_TO_FAKE,20
The Obama administration is refusing to directly arm the Kurds.,mostly-true,REAL,1,0,FAKE,0.9910780191421509,0.008922019973397255,0.9910780191421509,False,REAL_TO_FAKE,14
"Of the more than 1.3 million temporary mortgage modifications, over half have defaulted.",half-true,FAKE,0,1,REAL,0.057798340916633606,0.9422016739845276,0.9422016739845276,False,FAKE_TO_REAL,19
"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",barely-true,FAKE,0,1,REAL,0.08834425359964371,0.9116557836532593,0.9116557836532593,False,FAKE_TO_REAL,35
We have SAT scores lower than that of Alabama.,half-true,FAKE,0,1,REAL,0.02815295197069645,0.9718471169471741,0.9718471169471741,False,FAKE_TO_REAL,12
Gov. Romneys plan would cut taxes for the folks at the very top.,mostly-true,REAL,1,0,FAKE,0.9570091366767883,0.04299083724617958,0.9570091366767883,False,REAL_TO_FAKE,18
Were second only to Boston in college students per capita.,false,FAKE,0,1,REAL,0.092796690762043,0.9072033166885376,0.9072033166885376,False,FAKE_TO_REAL,13
Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,mostly-true,REAL,1,0,FAKE,0.957709789276123,0.04229016974568367,0.957709789276123,False,REAL_TO_FAKE,20
We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,half-true,FAKE,0,1,REAL,0.039787136018276215,0.9602128863334656,0.9602128863334656,False,FAKE_TO_REAL,26
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",true,REAL,1,0,FAKE,0.9637485146522522,0.0362514890730381,0.9637485146522522,False,REAL_TO_FAKE,28
Says the American public overwhelmingly opposed Democratic-steered health care plan.,half-true,FAKE,0,1,REAL,0.07095249742269516,0.9290475249290466,0.9290475249290466,False,FAKE_TO_REAL,15
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",false,FAKE,0,1,REAL,0.04981304332613945,0.9501869678497314,0.9501869678497314,False,FAKE_TO_REAL,23
Oil companies ...currently have 68-million acres that they're not using.,false,FAKE,0,1,REAL,0.04651467502117157,0.953485369682312,0.953485369682312,False,FAKE_TO_REAL,20
John Raeses wife is registered to vote in Florida so she cant even vote for him.,true,REAL,1,0,FAKE,0.9494409561157227,0.05055901035666466,0.9494409561157227,False,REAL_TO_FAKE,21
Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,true,REAL,1,0,FAKE,0.9621700048446655,0.03783004358410835,0.9621700048446655,False,REAL_TO_FAKE,24
Every major religion is opposed to same-sex marriage.,half-true,FAKE,0,1,REAL,0.07145608216524124,0.9285439252853394,0.9285439252853394,False,FAKE_TO_REAL,13
Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,half-true,FAKE,0,1,REAL,0.030627643689513206,0.9693723320960999,0.9693723320960999,False,FAKE_TO_REAL,24
Michele Bachmanns legislative record is offering failed amendments.,mostly-true,REAL,1,0,FAKE,0.9937491416931152,0.0062509020790457726,0.9937491416931152,False,REAL_TO_FAKE,13
"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",mostly-true,REAL,1,0,FAKE,0.9270110130310059,0.07298899441957474,0.9270110130310059,False,REAL_TO_FAKE,24
Some of the wealthiest Americans are African-American now.,false,FAKE,0,1,REAL,0.022337069734930992,0.9776629209518433,0.9776629209518433,False,FAKE_TO_REAL,13
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,false,FAKE,0,1,REAL,0.02362188883125782,0.9763780832290649,0.9763780832290649,False,FAKE_TO_REAL,22
