true_label_id,true_label,predicted_label_id,predicted_label,probability_fake,probability_real,confidence,correct,token_length,error_type
1,REAL,0,FAKE,0.5557099,0.4442901,0.5557099,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.36685535,0.6331446,0.6331446,False,26,FAKE_TO_REAL
0,FAKE,1,REAL,0.47775486,0.52224517,0.52224517,False,25,FAKE_TO_REAL
0,FAKE,1,REAL,0.3691838,0.6308162,0.6308162,False,15,FAKE_TO_REAL
1,REAL,0,FAKE,0.5522597,0.44774035,0.5522597,False,39,REAL_TO_FAKE
0,FAKE,1,REAL,0.36727786,0.6327222,0.6327222,False,27,FAKE_TO_REAL
1,REAL,0,FAKE,0.5544887,0.44551128,0.5544887,False,38,REAL_TO_FAKE
0,FAKE,1,REAL,0.34335417,0.65664583,0.65664583,False,28,FAKE_TO_REAL
0,FAKE,1,REAL,0.26944482,0.7305552,0.7305552,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.3949697,0.6050303,0.6050303,False,16,FAKE_TO_REAL
1,REAL,0,FAKE,0.5990324,0.40096763,0.5990324,False,17,REAL_TO_FAKE
1,REAL,0,FAKE,0.59045994,0.40954,0.59045994,False,40,REAL_TO_FAKE
1,REAL,0,FAKE,0.5080277,0.4919723,0.5080277,False,23,REAL_TO_FAKE
0,FAKE,1,REAL,0.38337517,0.61662483,0.61662483,False,23,FAKE_TO_REAL
1,REAL,0,FAKE,0.60538656,0.3946134,0.60538656,False,36,REAL_TO_FAKE
1,REAL,0,FAKE,0.6865817,0.31341833,0.6865817,False,14,REAL_TO_FAKE
1,REAL,0,FAKE,0.6080377,0.3919623,0.6080377,False,30,REAL_TO_FAKE
0,FAKE,1,REAL,0.26114777,0.73885226,0.73885226,False,18,FAKE_TO_REAL
1,REAL,0,FAKE,0.52584535,0.47415465,0.52584535,False,23,REAL_TO_FAKE
1,REAL,0,FAKE,0.57310855,0.42689148,0.57310855,False,16,REAL_TO_FAKE
0,FAKE,1,REAL,0.31570753,0.68429244,0.68429244,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.3091113,0.6908887,0.6908887,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.32575142,0.6742486,0.6742486,False,25,FAKE_TO_REAL
1,REAL,0,FAKE,0.62872165,0.37127832,0.62872165,False,40,REAL_TO_FAKE
1,REAL,0,FAKE,0.5558751,0.4441249,0.5558751,False,14,REAL_TO_FAKE
1,REAL,0,FAKE,0.6374202,0.3625798,0.6374202,False,17,REAL_TO_FAKE
1,REAL,0,FAKE,0.80796516,0.19203477,0.80796516,False,19,REAL_TO_FAKE
1,REAL,0,FAKE,0.6459324,0.35406762,0.6459324,False,13,REAL_TO_FAKE
0,FAKE,1,REAL,0.4947802,0.50521976,0.50521976,False,30,FAKE_TO_REAL
0,FAKE,1,REAL,0.23552144,0.76447856,0.76447856,False,30,FAKE_TO_REAL
0,FAKE,1,REAL,0.36923924,0.6307607,0.6307607,False,61,FAKE_TO_REAL
0,FAKE,1,REAL,0.43541408,0.56458586,0.56458586,False,42,FAKE_TO_REAL
1,REAL,0,FAKE,0.5433297,0.45667028,0.5433297,False,36,REAL_TO_FAKE
0,FAKE,1,REAL,0.27271593,0.7272841,0.7272841,False,28,FAKE_TO_REAL
1,REAL,0,FAKE,0.57990456,0.42009544,0.57990456,False,32,REAL_TO_FAKE
0,FAKE,1,REAL,0.43598485,0.5640151,0.5640151,False,19,FAKE_TO_REAL
1,REAL,0,FAKE,0.58779323,0.4122067,0.58779323,False,12,REAL_TO_FAKE
0,FAKE,1,REAL,0.40160552,0.5983945,0.5983945,False,19,FAKE_TO_REAL
1,REAL,0,FAKE,0.58664197,0.4133581,0.58664197,False,41,REAL_TO_FAKE
0,FAKE,1,REAL,0.3431761,0.6568239,0.6568239,False,11,FAKE_TO_REAL
1,REAL,0,FAKE,0.78543717,0.2145628,0.78543717,False,14,REAL_TO_FAKE
0,FAKE,1,REAL,0.3121824,0.68781763,0.68781763,False,28,FAKE_TO_REAL
0,FAKE,1,REAL,0.44088706,0.5591129,0.5591129,False,21,FAKE_TO_REAL
0,FAKE,1,REAL,0.2669945,0.7330055,0.7330055,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.23625068,0.76374936,0.76374936,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.3482394,0.6517606,0.6517606,False,22,FAKE_TO_REAL
0,FAKE,1,REAL,0.35719594,0.642804,0.642804,False,28,FAKE_TO_REAL
1,REAL,0,FAKE,0.51167405,0.48832598,0.51167405,False,20,REAL_TO_FAKE
1,REAL,0,FAKE,0.87029463,0.12970537,0.87029463,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.17525622,0.8247438,0.8247438,False,24,FAKE_TO_REAL
0,FAKE,1,REAL,0.28198788,0.7180121,0.7180121,False,25,FAKE_TO_REAL
0,FAKE,1,REAL,0.29239458,0.7076054,0.7076054,False,24,FAKE_TO_REAL
0,FAKE,1,REAL,0.33571798,0.664282,0.664282,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.26240942,0.73759055,0.73759055,False,33,FAKE_TO_REAL
0,FAKE,1,REAL,0.40965718,0.59034276,0.59034276,False,25,FAKE_TO_REAL
1,REAL,0,FAKE,0.7358317,0.26416832,0.7358317,False,19,REAL_TO_FAKE
1,REAL,0,FAKE,0.56251836,0.43748164,0.56251836,False,26,REAL_TO_FAKE
0,FAKE,1,REAL,0.48770612,0.5122939,0.5122939,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.2578147,0.7421853,0.7421853,False,15,FAKE_TO_REAL
1,REAL,0,FAKE,0.70203817,0.29796186,0.70203817,False,18,REAL_TO_FAKE
0,FAKE,1,REAL,0.3126893,0.6873107,0.6873107,False,15,FAKE_TO_REAL
1,REAL,0,FAKE,0.54826206,0.4517379,0.54826206,False,29,REAL_TO_FAKE
0,FAKE,1,REAL,0.36614192,0.6338581,0.6338581,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.33282164,0.66717833,0.66717833,False,36,FAKE_TO_REAL
0,FAKE,1,REAL,0.36587915,0.6341208,0.6341208,False,24,FAKE_TO_REAL
0,FAKE,1,REAL,0.32891864,0.67108136,0.67108136,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.4274014,0.57259864,0.57259864,False,22,FAKE_TO_REAL
0,FAKE,1,REAL,0.28785118,0.7121488,0.7121488,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.31414798,0.685852,0.685852,False,43,FAKE_TO_REAL
0,FAKE,1,REAL,0.46993446,0.53006554,0.53006554,False,50,FAKE_TO_REAL
1,REAL,0,FAKE,0.6999242,0.30007583,0.6999242,False,22,REAL_TO_FAKE
1,REAL,0,FAKE,0.8627334,0.13726655,0.8627334,False,15,REAL_TO_FAKE
0,FAKE,1,REAL,0.40933055,0.5906694,0.5906694,False,34,FAKE_TO_REAL
0,FAKE,1,REAL,0.43273398,0.56726605,0.56726605,False,35,FAKE_TO_REAL
0,FAKE,1,REAL,0.38286555,0.6171345,0.6171345,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.30130404,0.69869596,0.69869596,False,14,FAKE_TO_REAL
1,REAL,0,FAKE,0.50321907,0.4967809,0.50321907,False,28,REAL_TO_FAKE
1,REAL,0,FAKE,0.61012673,0.38987327,0.61012673,False,31,REAL_TO_FAKE
0,FAKE,1,REAL,0.44352436,0.55647564,0.55647564,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.25677624,0.7432238,0.7432238,False,16,FAKE_TO_REAL
0,FAKE,1,REAL,0.43568715,0.5643128,0.5643128,False,22,FAKE_TO_REAL
0,FAKE,1,REAL,0.44711414,0.5528859,0.5528859,False,35,FAKE_TO_REAL
0,FAKE,1,REAL,0.2776255,0.72237444,0.72237444,False,16,FAKE_TO_REAL
1,REAL,0,FAKE,0.55908453,0.44091547,0.55908453,False,19,REAL_TO_FAKE
0,FAKE,1,REAL,0.1808887,0.8191113,0.8191113,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.45361835,0.54638165,0.54638165,False,17,FAKE_TO_REAL
0,FAKE,1,REAL,0.3543358,0.6456642,0.6456642,False,38,FAKE_TO_REAL
0,FAKE,1,REAL,0.47677556,0.5232245,0.5232245,False,35,FAKE_TO_REAL
1,REAL,0,FAKE,0.52390975,0.47609022,0.52390975,False,16,REAL_TO_FAKE
1,REAL,0,FAKE,0.6418223,0.35817778,0.6418223,False,34,REAL_TO_FAKE
0,FAKE,1,REAL,0.49871454,0.50128543,0.50128543,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.33787563,0.6621244,0.6621244,False,45,FAKE_TO_REAL
0,FAKE,1,REAL,0.2873887,0.7126113,0.7126113,False,33,FAKE_TO_REAL
1,REAL,0,FAKE,0.52167505,0.47832498,0.52167505,False,38,REAL_TO_FAKE
0,FAKE,1,REAL,0.14309682,0.85690314,0.85690314,False,32,FAKE_TO_REAL
0,FAKE,1,REAL,0.21175879,0.7882412,0.7882412,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.2591765,0.7408235,0.7408235,False,17,FAKE_TO_REAL
0,FAKE,1,REAL,0.19346973,0.8065303,0.8065303,False,13,FAKE_TO_REAL
0,FAKE,1,REAL,0.3940689,0.6059311,0.6059311,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.47779495,0.52220505,0.52220505,False,26,FAKE_TO_REAL
0,FAKE,1,REAL,0.30341467,0.69658536,0.69658536,False,15,FAKE_TO_REAL
1,REAL,0,FAKE,0.6561074,0.34389257,0.6561074,False,29,REAL_TO_FAKE
0,FAKE,1,REAL,0.4212195,0.57878053,0.57878053,False,30,FAKE_TO_REAL
0,FAKE,1,REAL,0.49315444,0.5068456,0.5068456,False,32,FAKE_TO_REAL
0,FAKE,1,REAL,0.44176766,0.5582323,0.5582323,False,60,FAKE_TO_REAL
1,REAL,0,FAKE,0.71626025,0.2837398,0.71626025,False,34,REAL_TO_FAKE
0,FAKE,1,REAL,0.42967704,0.570323,0.570323,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.21401164,0.7859884,0.7859884,False,17,FAKE_TO_REAL
0,FAKE,1,REAL,0.23829369,0.76170635,0.76170635,False,27,FAKE_TO_REAL
0,FAKE,1,REAL,0.27023593,0.72976404,0.72976404,False,19,FAKE_TO_REAL
1,REAL,0,FAKE,0.6468175,0.3531825,0.6468175,False,25,REAL_TO_FAKE
0,FAKE,1,REAL,0.41153637,0.58846366,0.58846366,False,21,FAKE_TO_REAL
0,FAKE,1,REAL,0.19464059,0.80535936,0.80535936,False,24,FAKE_TO_REAL
0,FAKE,1,REAL,0.46565914,0.5343408,0.5343408,False,17,FAKE_TO_REAL
0,FAKE,1,REAL,0.40139222,0.5986078,0.5986078,False,38,FAKE_TO_REAL
0,FAKE,1,REAL,0.20779203,0.792208,0.792208,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.2695015,0.7304985,0.7304985,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.44345534,0.55654466,0.55654466,False,28,FAKE_TO_REAL
0,FAKE,1,REAL,0.4901854,0.50981456,0.50981456,False,45,FAKE_TO_REAL
0,FAKE,1,REAL,0.38747132,0.6125287,0.6125287,False,29,FAKE_TO_REAL
0,FAKE,1,REAL,0.42273027,0.57726973,0.57726973,False,34,FAKE_TO_REAL
0,FAKE,1,REAL,0.4634058,0.5365942,0.5365942,False,53,FAKE_TO_REAL
1,REAL,0,FAKE,0.7330969,0.2669031,0.7330969,False,29,REAL_TO_FAKE
0,FAKE,1,REAL,0.2051857,0.7948143,0.7948143,False,22,FAKE_TO_REAL
1,REAL,0,FAKE,0.61286706,0.3871329,0.61286706,False,16,REAL_TO_FAKE
1,REAL,0,FAKE,0.7192914,0.28070855,0.7192914,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.485061,0.514939,0.514939,False,32,FAKE_TO_REAL
0,FAKE,1,REAL,0.21290374,0.78709626,0.78709626,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.3694376,0.63056237,0.63056237,False,23,FAKE_TO_REAL
1,REAL,0,FAKE,0.69742966,0.30257034,0.69742966,False,45,REAL_TO_FAKE
0,FAKE,1,REAL,0.42709392,0.5729061,0.5729061,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.4140423,0.5859577,0.5859577,False,12,FAKE_TO_REAL
0,FAKE,1,REAL,0.3682159,0.6317841,0.6317841,False,25,FAKE_TO_REAL
0,FAKE,1,REAL,0.49967802,0.5003219,0.5003219,False,11,FAKE_TO_REAL
0,FAKE,1,REAL,0.31210616,0.6878938,0.6878938,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.47545195,0.52454805,0.52454805,False,12,FAKE_TO_REAL
0,FAKE,1,REAL,0.16064802,0.839352,0.839352,False,44,FAKE_TO_REAL
0,FAKE,1,REAL,0.23576824,0.76423174,0.76423174,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.37935835,0.6206416,0.6206416,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.37439546,0.62560457,0.62560457,False,50,FAKE_TO_REAL
1,REAL,0,FAKE,0.5041361,0.4958639,0.5041361,False,17,REAL_TO_FAKE
0,FAKE,1,REAL,0.49789262,0.5021074,0.5021074,False,38,FAKE_TO_REAL
0,FAKE,1,REAL,0.18644235,0.8135576,0.8135576,False,20,FAKE_TO_REAL
1,REAL,0,FAKE,0.7319398,0.26806027,0.7319398,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.30147943,0.69852054,0.69852054,False,12,FAKE_TO_REAL
0,FAKE,1,REAL,0.26586115,0.73413885,0.73413885,False,26,FAKE_TO_REAL
0,FAKE,1,REAL,0.21399347,0.7860065,0.7860065,False,25,FAKE_TO_REAL
0,FAKE,1,REAL,0.3319165,0.6680834,0.6680834,False,17,FAKE_TO_REAL
1,REAL,0,FAKE,0.7061723,0.2938277,0.7061723,False,25,REAL_TO_FAKE
0,FAKE,1,REAL,0.30476964,0.69523036,0.69523036,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.35252452,0.6474755,0.6474755,False,32,FAKE_TO_REAL
0,FAKE,1,REAL,0.18261366,0.8173863,0.8173863,False,22,FAKE_TO_REAL
0,FAKE,1,REAL,0.30258015,0.6974199,0.6974199,False,23,FAKE_TO_REAL
1,REAL,0,FAKE,0.5466661,0.4533339,0.5466661,False,30,REAL_TO_FAKE
0,FAKE,1,REAL,0.27179316,0.7282069,0.7282069,False,16,FAKE_TO_REAL
1,REAL,0,FAKE,0.8714576,0.1285424,0.8714576,False,12,REAL_TO_FAKE
0,FAKE,1,REAL,0.38174993,0.6182501,0.6182501,False,35,FAKE_TO_REAL
1,REAL,0,FAKE,0.6586451,0.34135494,0.6586451,False,16,REAL_TO_FAKE
0,FAKE,1,REAL,0.3144837,0.6855163,0.6855163,False,29,FAKE_TO_REAL
0,FAKE,1,REAL,0.2310079,0.7689921,0.7689921,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.3936421,0.60635793,0.60635793,False,19,FAKE_TO_REAL
1,REAL,0,FAKE,0.53072095,0.4692791,0.53072095,False,20,REAL_TO_FAKE
1,REAL,0,FAKE,0.5236363,0.4763637,0.5236363,False,36,REAL_TO_FAKE
0,FAKE,1,REAL,0.40280628,0.5971937,0.5971937,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.23169777,0.7683022,0.7683022,False,17,FAKE_TO_REAL
0,FAKE,1,REAL,0.44552407,0.55447596,0.55447596,False,21,FAKE_TO_REAL
0,FAKE,1,REAL,0.27469432,0.7253056,0.7253056,False,30,FAKE_TO_REAL
1,REAL,0,FAKE,0.63616484,0.36383513,0.63616484,False,34,REAL_TO_FAKE
0,FAKE,1,REAL,0.2279673,0.77203274,0.77203274,False,21,FAKE_TO_REAL
1,REAL,0,FAKE,0.6862682,0.31373173,0.6862682,False,35,REAL_TO_FAKE
0,FAKE,1,REAL,0.46320987,0.5367902,0.5367902,False,11,FAKE_TO_REAL
0,FAKE,1,REAL,0.44155362,0.5584464,0.5584464,False,32,FAKE_TO_REAL
0,FAKE,1,REAL,0.48208973,0.51791024,0.51791024,False,17,FAKE_TO_REAL
1,REAL,0,FAKE,0.6090192,0.39098072,0.6090192,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.43351874,0.56648123,0.56648123,False,30,FAKE_TO_REAL
