statement,true_label_id,true_label,predicted_label_id,predicted_label,prob_fake,prob_real,confidence,correct,token_length,error_type,length_group
i said no to these big bank bailouts.,1,REAL,0,FAKE,0.984868,0.015132051,0.984868,False,12,REAL_TO_FAKE,1-16
property taxes have increased 20 percent under four years of chris christie.,1,REAL,0,FAKE,0.90412486,0.09587514,0.90412486,False,15,REAL_TO_FAKE,1-16
"when it comes to income taxes, wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle - income earners.",1,REAL,0,FAKE,0.84007573,0.15992433,0.84007573,False,35,REAL_TO_FAKE,33-64
"says, when this governor came to office, he had ( an ) 11 billion dollar - i call it mismanagement deficit.",1,REAL,0,FAKE,0.86812186,0.13187814,0.86812186,False,28,REAL_TO_FAKE,17-32
obama said he would unilaterally renegotiate the north american free trade agreement.,1,REAL,0,FAKE,0.8897577,0.11024233,0.8897577,False,21,REAL_TO_FAKE,17-32
"it costs $ 10, 000 a year to keep a child in school ; it costs $ 30, 000 a year to keep someone in prison.",1,REAL,0,FAKE,0.5061678,0.4938322,0.5061678,False,31,REAL_TO_FAKE,17-32
on federal stimulus money for expanding rail service.,1,REAL,0,FAKE,0.9766938,0.023306204,0.9766938,False,11,REAL_TO_FAKE,1-16
georgia loses millions of dollars of revenue because people go out of state to buy fireworks.,1,REAL,0,FAKE,0.87805,0.12195002,0.87805,False,19,REAL_TO_FAKE,17-32
"says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",1,REAL,0,FAKE,0.60324955,0.39675042,0.60324955,False,35,REAL_TO_FAKE,33-64
"the clinton foundation is a charity where president and secretary clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",1,REAL,0,FAKE,0.9884688,0.011531139,0.9884688,False,37,REAL_TO_FAKE,33-64
it is already in the law that there is a requirement to screen ( refugees ) for religion.,1,REAL,0,FAKE,0.6389691,0.36103082,0.6389691,False,21,REAL_TO_FAKE,17-32
austin has more lobbyists working for it than any other municipality in texas.,1,REAL,0,FAKE,0.64853734,0.35146266,0.64853734,False,17,REAL_TO_FAKE,17-32
"the keystone pipeline creates 35 permanent jobs after construction, according to a government report.",1,REAL,0,FAKE,0.91199136,0.08800866,0.91199136,False,18,REAL_TO_FAKE,17-32
"says a youtube video shows thomas dimassimo, the man who rushed trump at an ohio rally, dragging the american flag on the ground like it was a piece of garbage.",1,REAL,0,FAKE,0.92494404,0.07505599,0.92494404,False,37,REAL_TO_FAKE,33-64
"obama worked with "" sen. dick lugar, a republican, to help lock down loose nuclear weapons. """,1,REAL,0,FAKE,0.78080994,0.21919008,0.78080994,False,24,REAL_TO_FAKE,17-32
says his state budget will provide an increase in state funding for the 2011 - 12 school year.,1,REAL,0,FAKE,0.6181095,0.38189048,0.6181095,False,21,REAL_TO_FAKE,17-32
sayvideo shows massive alligator strolling across florida golf course.,1,REAL,0,FAKE,0.98618895,0.01381106,0.98618895,False,15,REAL_TO_FAKE,1-16
"if you look at the number of illegal immigrants coming into the country, it is net zero. its been that way now for almost two years.",1,REAL,0,FAKE,0.51987404,0.48012596,0.51987404,False,31,REAL_TO_FAKE,17-32
"from now on, we have to pay the russians $ 50 million an astronaut to send americans to the space station",1,REAL,0,FAKE,0.7845461,0.21545395,0.7845461,False,24,REAL_TO_FAKE,17-32
"says tom ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called tom ganleys business practices deceptive and unconscionable.",1,REAL,0,FAKE,0.6452548,0.35474518,0.6452548,False,39,REAL_TO_FAKE,33-64
"the war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",1,REAL,0,FAKE,0.93845046,0.061549485,0.93845046,False,38,REAL_TO_FAKE,33-64
charlie crist allowed college tuition to increase up to 15 percent every year.,1,REAL,0,FAKE,0.87007916,0.12992086,0.87007916,False,17,REAL_TO_FAKE,17-32
"tommy thompson created the first school choice program in the nation, giving thousands of milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",1,REAL,0,FAKE,0.84862334,0.15137668,0.84862334,False,40,REAL_TO_FAKE,33-64
says the main central texas food bank is delivering 50 percent more food to the poor than three years ago.,1,REAL,0,FAKE,0.9813632,0.018636823,0.9813632,False,23,REAL_TO_FAKE,17-32
"the baucus bill "" contains provisions that would send massive federal subsidies directly to both private insurance plans and government - chartered cooperatives that pay for elective abortion. """,1,REAL,0,FAKE,0.9426594,0.057340607,0.9426594,False,36,REAL_TO_FAKE,33-64
"obama "" won health care for 150, 000 people. """,1,REAL,0,FAKE,0.9808365,0.0191635,0.9808365,False,14,REAL_TO_FAKE,1-16
"the cbo says that if you raise the minimum wage to $ 10. 10 an hour, half a million people would lose their jobs.",1,REAL,0,FAKE,0.9204255,0.07957454,0.9204255,False,30,REAL_TO_FAKE,17-32
state governments have little ability to stimulate job growth in the short run.,1,REAL,0,FAKE,0.90400344,0.09599658,0.90400344,False,16,REAL_TO_FAKE,1-16
"sarah palin "" already has more executive experience "" than barack obama and joe biden "" combined. """,1,REAL,0,FAKE,0.91394395,0.08605604,0.91394395,False,23,REAL_TO_FAKE,17-32
"two months ago, donald trump said that isis was not our fight.",1,REAL,0,FAKE,0.73921585,0.26078418,0.73921585,False,16,REAL_TO_FAKE,1-16
nothing in the constitution explicitly guarantees our right to vote.,1,REAL,0,FAKE,0.57352495,0.42647508,0.57352495,False,13,REAL_TO_FAKE,1-16
says gov. scott walkers proposed state budget contained 110 pages of errors - - an unusually high number - - and millions of dollars worth of mistakes that were corrected with a follow - up document.,1,REAL,0,FAKE,0.76731443,0.23268555,0.76731443,False,40,REAL_TO_FAKE,33-64
takes credit for substantially reducing the size of the state workforce.,1,REAL,0,FAKE,0.93905413,0.060945835,0.93905413,False,14,REAL_TO_FAKE,1-16
"if you look at most of the polls, this is a margin - of - error race on fourth of july between mitt romney and the president.",1,REAL,0,FAKE,0.8760373,0.12396272,0.8760373,False,32,REAL_TO_FAKE,17-32
rooting for the red sox is like rooting for the drug companies.,1,REAL,0,FAKE,0.9130492,0.086950734,0.9130492,False,17,REAL_TO_FAKE,17-32
on allowing a vote on universal gun background checks in the u. s. senate.,1,REAL,0,FAKE,0.9048448,0.09515522,0.9048448,False,19,REAL_TO_FAKE,17-32
obama has more czars than the romanovs.,1,REAL,0,FAKE,0.9889741,0.011025913,0.9889741,False,13,REAL_TO_FAKE,1-16
"says opponent u. s. rep. gwen moore is wisconsins most absent member of congress, missing nearly 17 percent of the house votes in the second quarter of 2012.",1,REAL,0,FAKE,0.94984466,0.05015531,0.94984466,False,36,REAL_TO_FAKE,33-64
"when these same republicans - including mr. boehner - were in charge, the number of earmarks and pet projects went up, not down.",1,REAL,0,FAKE,0.9364372,0.06356278,0.9364372,False,32,REAL_TO_FAKE,17-32
heroin.. pours across our southern borders.,1,REAL,0,FAKE,0.9788117,0.021188363,0.9788117,False,12,REAL_TO_FAKE,1-16
"sen. mccain was already turning his sights to iraq just days after 9 / 11, and he became a leading supporter of an invasion and occupation of ( iraq ).",1,REAL,0,FAKE,0.70696425,0.29303575,0.70696425,False,35,REAL_TO_FAKE,33-64
"brazil built a $ 300 million stadium in the amazon rainforest that is only going to be used for four world cup games, and theres no team that can fill it afterwards.",1,REAL,0,FAKE,0.6509726,0.3490274,0.6509726,False,37,REAL_TO_FAKE,33-64
"we have an army that just cut 40, 000 spots.",1,REAL,0,FAKE,0.94105536,0.058944605,0.94105536,False,14,REAL_TO_FAKE,1-16
"in south sudan, more teenage girls die in childbirth than finish high school.",1,REAL,0,FAKE,0.68949693,0.31050307,0.68949693,False,17,REAL_TO_FAKE,17-32
"a lot of the ideas in terms of the ( health insurance ) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the heritage foundation.",1,REAL,0,FAKE,0.87953335,0.120466694,0.87953335,False,41,REAL_TO_FAKE,33-64
"the state election board has issued nearly $ 275, 000 in fines to violators of absentee ballot laws.",1,REAL,0,FAKE,0.51629835,0.48370168,0.51629835,False,24,REAL_TO_FAKE,17-32
my supporters arent special interest groups in madison and milwaukee.,1,REAL,0,FAKE,0.9867269,0.013273152,0.9867269,False,14,REAL_TO_FAKE,1-16
"there is no war on coal. period. there are more coal jobs and more coal produced in ohio than there were five years ago, in spite of the talking points and the yard signs.",1,REAL,0,FAKE,0.9723531,0.027646897,0.9723531,False,40,REAL_TO_FAKE,33-64
"in syria, we struck a deal where we got 100 percent of the chemical weapons out.",1,REAL,0,FAKE,0.7273722,0.27262777,0.7273722,False,20,REAL_TO_FAKE,17-32
"we had a three - hour debate, no discussion about the national debt, very little about the economy.",1,REAL,0,FAKE,0.90405023,0.09594977,0.90405023,False,23,REAL_TO_FAKE,17-32
obama - nelson economic record : job creation... at slowest post - recession rate since great depression.,1,REAL,0,FAKE,0.98624146,0.013758584,0.98624146,False,24,REAL_TO_FAKE,17-32
more women are graduating from college now than men.,1,REAL,0,FAKE,0.6976627,0.30233726,0.6976627,False,12,REAL_TO_FAKE,1-16
"when i withdrew in june of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support sen. obama.",1,REAL,0,FAKE,0.68693686,0.3130631,0.68693686,False,35,REAL_TO_FAKE,33-64
"when students leave our high schools and they go to the community college, 70 - 75 percent of them have to pay to take remedial math.",1,REAL,0,FAKE,0.8493198,0.15068011,0.8493198,False,32,REAL_TO_FAKE,17-32
"first, he was in favor of my plan, now he's attacking it.",1,REAL,0,FAKE,0.9790592,0.020940743,0.9790592,False,19,REAL_TO_FAKE,17-32
says president barack obamas approval rating gained 3 points in the last couple months.,1,REAL,0,FAKE,0.94516265,0.054837335,0.94516265,False,18,REAL_TO_FAKE,17-32
"in the city of milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1,REAL,0,FAKE,0.9379852,0.06201477,0.9379852,False,38,REAL_TO_FAKE,33-64
"his new running mate, congressman ryan, put forward a plan that would let governor romney pay less than 1 percent in taxes each year.",1,REAL,0,FAKE,0.7383781,0.2616219,0.7383781,False,29,REAL_TO_FAKE,17-32
the war in afghanistan is officially the longest war americans have ever been asked to endure.,1,REAL,0,FAKE,0.6233222,0.37667784,0.6233222,False,19,REAL_TO_FAKE,17-32
individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,1,REAL,0,FAKE,0.97711223,0.022887837,0.97711223,False,22,REAL_TO_FAKE,17-32
says barack obamas comments indicate he believes in redistribution of wealth.,1,REAL,0,FAKE,0.8261442,0.17385577,0.8261442,False,15,REAL_TO_FAKE,1-16
the problem of unwanted sexual contacts in the military is not just a womans issue. more than half of the victims are men.,1,REAL,0,FAKE,0.9353482,0.06465173,0.9353482,False,28,REAL_TO_FAKE,17-32
says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1,REAL,0,FAKE,0.9287724,0.07122766,0.9287724,False,31,REAL_TO_FAKE,17-32
"today california is kicking our butt, creating more jobs and more economic growth than texas.",1,REAL,0,FAKE,0.9081838,0.09181615,0.9081838,False,19,REAL_TO_FAKE,17-32
i have something in common with my husband. he never carried caucuses either. he lost all of the ones that i've lost.,1,REAL,0,FAKE,0.8966231,0.1033769,0.8966231,False,30,REAL_TO_FAKE,17-32
both the democratic and republican candidates for president in 2016 are quite unpopular.,1,REAL,0,FAKE,0.94462913,0.05537092,0.94462913,False,16,REAL_TO_FAKE,1-16
he was a member of the iraq study group and was either fired or quit from a very important commission that was trying to figure out the way forward in iraq.,1,REAL,0,FAKE,0.7149891,0.28501084,0.7149891,False,34,REAL_TO_FAKE,33-64
"in the 2014 election, 80 percentofpoor people did not vote.",1,REAL,0,FAKE,0.52940595,0.47059408,0.52940595,False,17,REAL_TO_FAKE,17-32
says the nike bill is not a tax break... this does not lower the taxes that nike will pay nor does it prevent the legislature from raising those taxes in the future.,1,REAL,0,FAKE,0.5687053,0.43129465,0.5687053,False,38,REAL_TO_FAKE,33-64
ninety - seven percent of americans do not receive subsidies for health care under the affordable care act.,1,REAL,0,FAKE,0.91677827,0.083221756,0.91677827,False,21,REAL_TO_FAKE,17-32
"we have empowered state insurance commissioners to review the rate hikes that are taking place in states. and in some states like north carolina, they have already used it and rolled back premium increases by 25 percent.",1,REAL,0,FAKE,0.84735245,0.1526475,0.84735245,False,43,REAL_TO_FAKE,33-64
"a mortgage buyback plan is "" my proposal, it's not sen. obama's proposal, it's not president bush's proposal. """,1,REAL,0,FAKE,0.9200948,0.079905264,0.9200948,False,34,REAL_TO_FAKE,33-64
"of all cities in the united states with more than 100, 000 people, providence is the 183rd safest.",1,REAL,0,FAKE,0.55444324,0.4455567,0.55444324,False,25,REAL_TO_FAKE,17-32
i saved the taxpayers $ 2 - billion on a bogus air force boeing tanker deal where people went to jail.,1,REAL,0,FAKE,0.88564736,0.114352666,0.88564736,False,25,REAL_TO_FAKE,17-32
"a telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",1,REAL,0,FAKE,0.5118883,0.4881117,0.5118883,False,26,REAL_TO_FAKE,17-32
"we are almost halfway to our goal of 1, 000 rapes prosecuted!",1,REAL,0,FAKE,0.8213662,0.17863376,0.8213662,False,17,REAL_TO_FAKE,17-32
"one in every five families in the state of new jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",1,REAL,0,FAKE,0.950982,0.049018063,0.950982,False,35,REAL_TO_FAKE,33-64
"vern buchanan. his old business was caught illegally funneling over $ 60, 000 in campaign donations to buchanan to influence his election.",1,REAL,0,FAKE,0.961695,0.038304962,0.961695,False,29,REAL_TO_FAKE,17-32
i committed to public financing ; ( obama ) committed to public financing.,1,REAL,0,FAKE,0.73803437,0.2619656,0.73803437,False,16,REAL_TO_FAKE,1-16
all private healthcare plans must conform to government rules to participate in a healthcare exchange.,1,REAL,0,FAKE,0.7051076,0.2948923,0.7051076,False,18,REAL_TO_FAKE,17-32
"atlanta mayor kasim reed became a city resident in the last annexation, opening the door to his candidacy.",1,REAL,0,FAKE,0.9815922,0.018407863,0.9815922,False,24,REAL_TO_FAKE,17-32
"the 1990s were a time of prosperity. we created more than 22 - million new jobs, moved 8 - million people out of poverty, and turned our economy around.",1,REAL,0,FAKE,0.6541233,0.34587675,0.6541233,False,35,REAL_TO_FAKE,33-64
women have come through the recession worse off than men the numbers bear that out. we went from a 7 percent unemployment rate for women when he ( president barack obama ) was elected to an 8. 1 percent now.,1,REAL,0,FAKE,0.9844742,0.01552581,0.9844742,False,45,REAL_TO_FAKE,33-64
"in 1981, matagorda, brazoria, and galveston counties all opted out of the social security program for their employees. today, their program is very, very well - funded and there is no question about whether its going to be funded in years to come.",1,REAL,0,FAKE,0.5835027,0.41649726,0.5835027,False,56,REAL_TO_FAKE,33-64
"by the time i left the state department, economic growth was up and opium production was down in afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.",1,REAL,0,FAKE,0.72319406,0.2768059,0.72319406,False,37,REAL_TO_FAKE,33-64
we have the most productive workers in the world.,1,REAL,0,FAKE,0.9651778,0.034822267,0.9651778,False,12,REAL_TO_FAKE,1-16
"in a lawsuit between private citizens, a florida judge announced the decision was going to be based on islamic law.",1,REAL,0,FAKE,0.94251204,0.057487953,0.94251204,False,24,REAL_TO_FAKE,17-32
"says if you try to hide marijuana in a hemp field, it becomes worthless. the thc goes away.",1,REAL,0,FAKE,0.88187003,0.11812993,0.88187003,False,25,REAL_TO_FAKE,17-32
coloradocare would have higher revenues than mcdonalds.,1,REAL,0,FAKE,0.79355884,0.2064412,0.79355884,False,12,REAL_TO_FAKE,1-16
"bill nelson voted to confirm sonia sotomayor, who signed a supreme court opinion saying americans do not have an individual right to own firearms.",1,REAL,0,FAKE,0.6561446,0.34385535,0.6561446,False,30,REAL_TO_FAKE,17-32
on the troubled asset relief program ( tarp ),1,REAL,0,FAKE,0.96680945,0.033190526,0.96680945,False,12,REAL_TO_FAKE,1-16
dan patrick called for increasing the gas tax and the state sales tax.,1,REAL,0,FAKE,0.7189649,0.28103513,0.7189649,False,16,REAL_TO_FAKE,1-16
saysmaggie hassan was out of state on 30 days over the last three months.,1,REAL,0,FAKE,0.6920423,0.30795768,0.6920423,False,20,REAL_TO_FAKE,17-32
gov. kasich and the republican - dominated legislature have foregone the popular option of closing tax loopholes that amount to $ 7 billion annually in this state.,1,REAL,0,FAKE,0.5737854,0.42621458,0.5737854,False,36,REAL_TO_FAKE,33-64
"new jerseys governor cut $ 1. 6 billion from public education while handing out $ 2. 1 billion in corporate tax breaks, more than the entire previous decade.",1,REAL,0,FAKE,0.6881436,0.3118564,0.6881436,False,34,REAL_TO_FAKE,33-64
"since 1970, the clean air act has reduced toxic and health - threatening air pollution by 60 percent while our economy has grown more than 200 percent.",1,REAL,0,FAKE,0.92883575,0.07116423,0.92883575,False,31,REAL_TO_FAKE,17-32
the milwaukee business community did not speak about the facts - - and in support of train manufacturer talgo - - as the milwaukee - madison rail link was being killed.,1,REAL,0,FAKE,0.91224617,0.08775379,0.91224617,False,35,REAL_TO_FAKE,33-64
says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,1,REAL,0,FAKE,0.6873657,0.31263426,0.6873657,False,22,REAL_TO_FAKE,17-32
"to this day, ( the cuban government ) is a regime that provides safe harbor to terrorists and fugitives.",1,REAL,0,FAKE,0.9160451,0.08395491,0.9160451,False,24,REAL_TO_FAKE,17-32
"under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice - maker, they have to report that to the feds.",1,REAL,0,FAKE,0.8676661,0.13233395,0.8676661,False,42,REAL_TO_FAKE,33-64
says charlie crist implemented jeb bushs a + plan.,1,REAL,0,FAKE,0.933964,0.06603596,0.933964,False,15,REAL_TO_FAKE,1-16
"by some estimates, as few as 2 percent of the 50, 000 ( central american ) children who have crossed the border illegally this year have been sent home.",1,REAL,0,FAKE,0.6786798,0.3213202,0.6786798,False,34,REAL_TO_FAKE,33-64
i never gave up custody of my children. i never lost custody of my children.,1,REAL,0,FAKE,0.7918742,0.2081258,0.7918742,False,19,REAL_TO_FAKE,17-32
i cut more as a percentage out of government than any state in the country this past decade. and where is michigan in terms of its economic growth? cutting did not result in economic growth.,1,REAL,0,FAKE,0.8249891,0.17501093,0.8249891,False,40,REAL_TO_FAKE,33-64
"when people enter the service, theres not a mental health evaluation.",1,REAL,0,FAKE,0.97705084,0.022949094,0.97705084,False,16,REAL_TO_FAKE,1-16
"road congestion costs rush hour drivers in austin and dallas more than $ 1, 000 a year. and in houston, its even more - - almost $ 1, 500 a year.",1,REAL,0,FAKE,0.8929016,0.10709836,0.8929016,False,38,REAL_TO_FAKE,33-64
uses headlines to portray gov. rick perry as beholden to special interests.,1,REAL,0,FAKE,0.9792777,0.020722324,0.9792777,False,17,REAL_TO_FAKE,17-32
"ms. kagan has spent her entire professional career in harvard square, hyde park and the d. c. beltway.",1,REAL,0,FAKE,0.68841094,0.31158903,0.68841094,False,27,REAL_TO_FAKE,17-32
nine million people have lower - cost hiv / aids medicine because of the work of the clinton foundation and my husband.,1,REAL,0,FAKE,0.98398787,0.016012052,0.98398787,False,25,REAL_TO_FAKE,17-32
"chris christie helped funnel $ 6 million in federal hurricane sandy money to a senior center in belleville, n. j., a place that suffered no damage.",1,REAL,0,FAKE,0.6827417,0.31725827,0.6827417,False,34,REAL_TO_FAKE,33-64
"the federal budget bill reauthorizes the overseas private investment corporation, which provides taxpayer dollars so that the four seasons hotel can build a resort in turkey.",1,REAL,0,FAKE,0.5737831,0.42621693,0.5737831,False,33,REAL_TO_FAKE,33-64
hackers broke into virginias prescription - drug database ( and )... obtained more than 8. 2 million patient records and a total of nearly 36 million prescriptions.,1,REAL,0,FAKE,0.72136986,0.27863017,0.72136986,False,37,REAL_TO_FAKE,33-64
the ( russian ) ruble is already going down.,1,REAL,0,FAKE,0.7122565,0.28774345,0.7122565,False,13,REAL_TO_FAKE,1-16
"says she brought together business, labor and hospitals to give 94, 000 oregon children health care.",1,REAL,0,FAKE,0.9219766,0.078023404,0.9219766,False,21,REAL_TO_FAKE,17-32
we knew strom thurmond had proposed the amendment that blocked puerto ricos use of chapter 9 bankruptcy protection.,1,REAL,0,FAKE,0.6520928,0.34790716,0.6520928,False,25,REAL_TO_FAKE,17-32
says barack obama is the first president in modern history not to have a single year of 3 percent growth.,1,REAL,0,FAKE,0.9530158,0.04698425,0.9530158,False,23,REAL_TO_FAKE,17-32
$ 65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,1,REAL,0,FAKE,0.7039208,0.29607916,0.7039208,False,23,REAL_TO_FAKE,17-32
"poor people go to a "" payday lender... and they pay 300, 400, 500 percent interest. """,1,REAL,0,FAKE,0.84671134,0.1532887,0.84671134,False,27,REAL_TO_FAKE,17-32
... following world war ii war crime trials were convened. the japanese were tried and convicted and hung for war crimes committed against american pows. among those charges for which they were convicted was waterboarding.,1,REAL,0,FAKE,0.9153461,0.0846539,0.9153461,False,44,REAL_TO_FAKE,33-64
"obama came into office "" with a $ 1. 3 trillion deficit before i had passed any law.... we came in with $ 8 trillion worth of debt over the next decade. """,1,REAL,0,FAKE,0.8562827,0.14371721,0.8562827,False,41,REAL_TO_FAKE,33-64
ford is moving all of their small - car production to mexico.,1,REAL,0,FAKE,0.97147715,0.028522886,0.97147715,False,15,REAL_TO_FAKE,1-16
"if you are a member of union, your median weekly income is roughly $ 200 more than if you are a nonunion member, and that doesnt include benefits.",1,REAL,0,FAKE,0.8065766,0.19342339,0.8065766,False,36,REAL_TO_FAKE,33-64
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",1,REAL,0,FAKE,0.98877966,0.0112203695,0.98877966,False,28,REAL_TO_FAKE,17-32
