statement,true_label_id,true_label,predicted_label_id,predicted_label,prob_fake,prob_real,confidence,correct,token_length,error_type,length_group
"of all cities in the united states with more than 100, 000 people, providence is the 183rd safest.",1,REAL,0,FAKE,0.55444324,0.4455567,0.55444324,False,25,REAL_TO_FAKE,17-32
republican - leaning states get more in federal dollars than they pay in taxes.,1,REAL,0,FAKE,0.55805254,0.44194752,0.55805254,False,17,REAL_TO_FAKE,17-32
says chris dudley thinks oregons minimum wage is too high.,0,FAKE,1,REAL,0.43715882,0.56284124,0.56284124,False,14,FAKE_TO_REAL,1-16
"says bill pascrell voted to eliminate all estate taxes for billionaires, and i voted no.",0,FAKE,1,REAL,0.43317485,0.5668252,0.5668252,False,22,FAKE_TO_REAL,17-32
says the nike bill is not a tax break... this does not lower the taxes that nike will pay nor does it prevent the legislature from raising those taxes in the future.,1,REAL,0,FAKE,0.5687053,0.43129465,0.5687053,False,38,REAL_TO_FAKE,33-64
we're going to have more troops ( in afghanistan )... than the russians had.,0,FAKE,1,REAL,0.43057323,0.5694267,0.5694267,False,22,FAKE_TO_REAL,17-32
the minimum wage has risen $ 2. 35 in the last two years. thats 31 percent.,0,FAKE,1,REAL,0.42742935,0.5725707,0.5725707,False,22,FAKE_TO_REAL,17-32
nothing in the constitution explicitly guarantees our right to vote.,1,REAL,0,FAKE,0.57352495,0.42647508,0.57352495,False,13,REAL_TO_FAKE,1-16
"the federal budget bill reauthorizes the overseas private investment corporation, which provides taxpayer dollars so that the four seasons hotel can build a resort in turkey.",1,REAL,0,FAKE,0.5737831,0.42621693,0.5737831,False,33,REAL_TO_FAKE,33-64
gov. kasich and the republican - dominated legislature have foregone the popular option of closing tax loopholes that amount to $ 7 billion annually in this state.,1,REAL,0,FAKE,0.5737854,0.42621458,0.5737854,False,36,REAL_TO_FAKE,33-64
we now work the longest hours of any people around the world.,0,FAKE,1,REAL,0.42415434,0.57584566,0.57584566,False,15,FAKE_TO_REAL,1-16
"says texas has so few gas - pump inspectors in the field, the hebs of this state, the brookshires of this state, theyre calibrating their own gas pumps. the ( texas department of agriculture ) just sends them the stickers and they calibrate them.",0,FAKE,1,REAL,0.42410088,0.5758991,0.5758991,False,60,FAKE_TO_REAL,33-64
"i did very well with young people in ohio, massachusetts, california.",0,FAKE,1,REAL,0.42198184,0.5780181,0.5780181,False,16,FAKE_TO_REAL,1-16
the pope and donald trump and tammy baldwin all agree on eliminating the carried - interest tax break.,0,FAKE,1,REAL,0.41886407,0.5811359,0.5811359,False,21,FAKE_TO_REAL,17-32
"put simply, less government spending equals more private sector jobs.",0,FAKE,1,REAL,0.41704744,0.58295256,0.58295256,False,14,FAKE_TO_REAL,1-16
"in 1981, matagorda, brazoria, and galveston counties all opted out of the social security program for their employees. today, their program is very, very well - funded and there is no question about whether its going to be funded in years to come.",1,REAL,0,FAKE,0.5835027,0.41649726,0.5835027,False,56,REAL_TO_FAKE,33-64
says our 12 month job increase was the sixth highest in the nation.,0,FAKE,1,REAL,0.41329473,0.58670527,0.58670527,False,16,FAKE_TO_REAL,1-16
david perdue has never voted in a republican primary until his name was on the ballot.,0,FAKE,1,REAL,0.40872994,0.5912701,0.5912701,False,20,FAKE_TO_REAL,17-32
bill mccollum said tax cuts don't work.,0,FAKE,1,REAL,0.4085229,0.5914771,0.5914771,False,14,FAKE_TO_REAL,1-16
says that his transportation budget and ohio turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,0,FAKE,1,REAL,0.40805587,0.5919441,0.5919441,False,30,FAKE_TO_REAL,17-32
"says paul ryan supports banning all abortions, even in cases of rape or incest.",0,FAKE,1,REAL,0.40724853,0.59275144,0.59275144,False,20,FAKE_TO_REAL,17-32
says dan patrick proposed arizona - style show - me - your - papers legislation.,1,REAL,0,FAKE,0.5950152,0.4049848,0.5950152,False,18,REAL_TO_FAKE,17-32
says rick perry recently said he wanted another ( texas ) business tax.,0,FAKE,1,REAL,0.40112904,0.59887105,0.59887105,False,16,FAKE_TO_REAL,1-16
"in ohio, each year an estimated 1, 000 children become victims of human trafficking, and over 3, 000 more are at risk.",0,FAKE,1,REAL,0.39903852,0.6009615,0.6009615,False,29,FAKE_TO_REAL,17-32
agriculture has always required a significant workforce from abroad.,0,FAKE,1,REAL,0.39731145,0.6026886,0.6026886,False,12,FAKE_TO_REAL,1-16
"says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",1,REAL,0,FAKE,0.60324955,0.39675042,0.60324955,False,35,REAL_TO_FAKE,33-64
wisconsin dropped from second in the country to 41st among states where more than half the students took the act exam.,0,FAKE,1,REAL,0.39602336,0.60397667,0.60397667,False,24,FAKE_TO_REAL,17-32
says he never wanted to raise the debt ceiling.,0,FAKE,1,REAL,0.3908502,0.6091499,0.6091499,False,12,FAKE_TO_REAL,1-16
white men account for 69 percent of those arrested for violent crimes.,0,FAKE,1,REAL,0.39002284,0.6099772,0.6099772,False,15,FAKE_TO_REAL,1-16
says his texas election fraud investigations have resulted in 50 convictions.,0,FAKE,1,REAL,0.3865282,0.6134718,0.6134718,False,14,FAKE_TO_REAL,1-16
says george lemieux even compared marco rubio to barack obama.,0,FAKE,1,REAL,0.38366187,0.6163382,0.6163382,False,16,FAKE_TO_REAL,1-16
says his state budget will provide an increase in state funding for the 2011 - 12 school year.,1,REAL,0,FAKE,0.6181095,0.38189048,0.6181095,False,21,REAL_TO_FAKE,17-32
"before medicare, only 51 percent of americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. today, thanks to medicare... nearly all seniors have coverage and 75 percent fewer struggle in poverty.",0,FAKE,1,REAL,0.37832576,0.6216742,0.6216742,False,48,FAKE_TO_REAL,33-64
the war in afghanistan is officially the longest war americans have ever been asked to endure.,1,REAL,0,FAKE,0.6233222,0.37667784,0.6233222,False,19,REAL_TO_FAKE,17-32
says the governor is going around the state talking about [ how ] we should fund an income tax cut that benefits higher income earners and not lower income earners,0,FAKE,1,REAL,0.37508032,0.62491965,0.62491965,False,34,FAKE_TO_REAL,33-64
"the hyde amendmentlanguage was in the ( human trafficking ) bill. the democratic sponsor admits it was in the bill, and she voted for it.",1,REAL,0,FAKE,0.62714136,0.37285867,0.62714136,False,33,REAL_TO_FAKE,33-64
"after laying off 30, 000 people, carly fiorina said that in retrospect, i would have done them all faster.",0,FAKE,1,REAL,0.36982208,0.6301779,0.6301779,False,29,FAKE_TO_REAL,17-32
"says they said it was impossible to balance a budget at the same time, with an $ 11 billion deficit and we did it.",0,FAKE,1,REAL,0.36784592,0.63215405,0.63215405,False,28,FAKE_TO_REAL,17-32
... secret documents reveal that iran could obtain a nuclear weapon far sooner than we were told. and tammy duckworth voted yes ( on the iran nuclear deal ).,0,FAKE,1,REAL,0.3675756,0.6324244,0.6324244,False,36,FAKE_TO_REAL,33-64
there is a precedent for not nominating someone to the u. s. supreme court in the middle of a presidential election.,0,FAKE,1,REAL,0.36621395,0.63378614,0.63378614,False,27,FAKE_TO_REAL,17-32
"a small business receiving a federal tax credit "" to provide health care for its employees... would be barred under the stupak amendment from allowing their employees to use... the health care that they offer them for abortion. """,0,FAKE,1,REAL,0.3657153,0.6342847,0.6342847,False,50,FAKE_TO_REAL,33-64
only three in 10 young americans under 30 - - 30 percent under 30 - - have full - time work.,0,FAKE,1,REAL,0.36404753,0.6359524,0.6359524,False,24,FAKE_TO_REAL,17-32
it is already in the law that there is a requirement to screen ( refugees ) for religion.,1,REAL,0,FAKE,0.6389691,0.36103082,0.6389691,False,21,REAL_TO_FAKE,17-32
we know there are more democrats in georgia than republicans. we know that for a fact.,0,FAKE,1,REAL,0.3602048,0.63979524,0.63979524,False,20,FAKE_TO_REAL,17-32
"the nonpartisan cbo, congressional budget office, has said that the no. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the bush tax cuts in 2001 and 2003.",0,FAKE,1,REAL,0.3597523,0.6402477,0.6402477,False,53,FAKE_TO_REAL,33-64
"says last year 13 million ( health insurance ) rebates went out, in all 50 states. another 8. 5 ( million ) rebates are being sent out this summer, averaging around 100 bucks each.",0,FAKE,1,REAL,0.35482186,0.6451782,0.6451782,False,45,FAKE_TO_REAL,33-64
"says tom ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called tom ganleys business practices deceptive and unconscionable.",1,REAL,0,FAKE,0.6452548,0.35474518,0.6452548,False,39,REAL_TO_FAKE,33-64
"congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",0,FAKE,1,REAL,0.351586,0.64841396,0.64841396,False,30,FAKE_TO_REAL,17-32
austin has more lobbyists working for it than any other municipality in texas.,1,REAL,0,FAKE,0.64853734,0.35146266,0.64853734,False,17,REAL_TO_FAKE,17-32
says virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,0,FAKE,1,REAL,0.3506175,0.64938253,0.64938253,False,22,FAKE_TO_REAL,17-32
gov. rick scott backed the federal shutdown.,0,FAKE,1,REAL,0.3505607,0.6494393,0.6494393,False,12,FAKE_TO_REAL,1-16
"brazil built a $ 300 million stadium in the amazon rainforest that is only going to be used for four world cup games, and theres no team that can fill it afterwards.",1,REAL,0,FAKE,0.6509726,0.3490274,0.6509726,False,37,REAL_TO_FAKE,33-64
we knew strom thurmond had proposed the amendment that blocked puerto ricos use of chapter 9 bankruptcy protection.,1,REAL,0,FAKE,0.6520928,0.34790716,0.6520928,False,25,REAL_TO_FAKE,17-32
"since president barack obama took office, you have 1, 700 employees just at the department of transportation earning over $ 170, 000.",0,FAKE,1,REAL,0.3459965,0.65400356,0.65400356,False,28,FAKE_TO_REAL,17-32
"the 1990s were a time of prosperity. we created more than 22 - million new jobs, moved 8 - million people out of poverty, and turned our economy around.",1,REAL,0,FAKE,0.6541233,0.34587675,0.6541233,False,35,REAL_TO_FAKE,33-64
"the medford water commission was fined $ 279, 000 for dumping plain drinking water into a stream.",0,FAKE,1,REAL,0.34491816,0.6550818,0.6550818,False,22,FAKE_TO_REAL,17-32
"bill nelson voted to confirm sonia sotomayor, who signed a supreme court opinion saying americans do not have an individual right to own firearms.",1,REAL,0,FAKE,0.6561446,0.34385535,0.6561446,False,30,REAL_TO_FAKE,17-32
says ( clinton ) called president assad a reformer. she called assad a different kind of leader.,0,FAKE,1,REAL,0.34326816,0.65673184,0.65673184,False,23,FAKE_TO_REAL,17-32
"i remember one of [ curt schillings ] teammates said he painted his sock, the bloody sock.",0,FAKE,1,REAL,0.34111544,0.65888464,0.65888464,False,23,FAKE_TO_REAL,17-32
"in just a few years in office, sen. obama has accumulated the most liberal voting record in the senate.",0,FAKE,1,REAL,0.3388773,0.66112274,0.66112274,False,24,FAKE_TO_REAL,17-32
when undocumented children are picked up at the border and told to appear later in court... 90 percent do not then show up.,0,FAKE,1,REAL,0.33747998,0.66252005,0.66252005,False,31,FAKE_TO_REAL,17-32
says hjm 20 was the only bill not assigned to a house committee.,0,FAKE,1,REAL,0.3363963,0.6636037,0.6636037,False,17,FAKE_TO_REAL,17-32
"i'll tell you what i can tell this country : if they want a president who doesn't believe in god, there's probably plenty of choices.",0,FAKE,1,REAL,0.33299837,0.66700155,0.66700155,False,35,FAKE_TO_REAL,33-64
"mitch mcconnell opposed "" legislation to create and protect kentucky jobs... help for the unemployed... health care for kentucky's children, "" and "" fair pay for women. """,0,FAKE,1,REAL,0.33249268,0.6675074,0.6675074,False,40,FAKE_TO_REAL,33-64
"the united states has never been richer, if you look at per capita gdp.",1,REAL,0,FAKE,0.6682246,0.33177543,0.6682246,False,18,REAL_TO_FAKE,17-32
i wake up every morning in a house ( the white house ) that was built by slaves.,1,REAL,0,FAKE,0.6718293,0.32817075,0.6718293,False,21,REAL_TO_FAKE,17-32
"every year the state loses 8, 000 - 10, 000 acres of land in bear country.",0,FAKE,1,REAL,0.32671398,0.673286,0.673286,False,21,FAKE_TO_REAL,17-32
"citizens property insurance has over $ 500 billion worth of risk, with less than $ 10 billion worth of surplus.",0,FAKE,1,REAL,0.32530078,0.6746992,0.6746992,False,24,FAKE_TO_REAL,17-32
the united states has a low voter turnout rate.,1,REAL,0,FAKE,0.6754877,0.32451233,0.6754877,False,12,REAL_TO_FAKE,1-16
its been since 1888 that a senate of a different party than the president in the white house confirmed a supreme court nominee.,0,FAKE,1,REAL,0.32444835,0.6755516,0.6755516,False,26,FAKE_TO_REAL,17-32
says donald trump publicly invited putin to hack into americans ( emails ).,0,FAKE,1,REAL,0.32297388,0.6770261,0.6770261,False,16,FAKE_TO_REAL,1-16
"by some estimates, as few as 2 percent of the 50, 000 ( central american ) children who have crossed the border illegally this year have been sent home.",1,REAL,0,FAKE,0.6786798,0.3213202,0.6786798,False,34,REAL_TO_FAKE,33-64
"says he turned down a medicaid expansion under obamacare, but because of actions he took, for the first time in wisconsins history everyone living in poverty is covered under medicaid.",1,REAL,0,FAKE,0.6787112,0.32128885,0.6787112,False,41,REAL_TO_FAKE,33-64
the united states is one of only seven nations that allows elective abortions after 20 weeks post - fertilization.,1,REAL,0,FAKE,0.67930263,0.32069734,0.67930263,False,26,REAL_TO_FAKE,17-32
i made a bunch of these promises during the campaign.... weve got about 60 percent done in three years.,0,FAKE,1,REAL,0.320648,0.6793519,0.6793519,False,27,FAKE_TO_REAL,17-32
"chris christie helped funnel $ 6 million in federal hurricane sandy money to a senior center in belleville, n. j., a place that suffered no damage.",1,REAL,0,FAKE,0.6827417,0.31725827,0.6827417,False,34,REAL_TO_FAKE,33-64
"when i withdrew in june of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support sen. obama.",1,REAL,0,FAKE,0.68693686,0.3130631,0.68693686,False,35,REAL_TO_FAKE,33-64
says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,1,REAL,0,FAKE,0.6873657,0.31263426,0.6873657,False,22,REAL_TO_FAKE,17-32
"new jerseys governor cut $ 1. 6 billion from public education while handing out $ 2. 1 billion in corporate tax breaks, more than the entire previous decade.",1,REAL,0,FAKE,0.6881436,0.3118564,0.6881436,False,34,REAL_TO_FAKE,33-64
"ms. kagan has spent her entire professional career in harvard square, hyde park and the d. c. beltway.",1,REAL,0,FAKE,0.68841094,0.31158903,0.68841094,False,27,REAL_TO_FAKE,17-32
"says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.",0,FAKE,1,REAL,0.31082606,0.6891739,0.6891739,False,23,FAKE_TO_REAL,17-32
"in south sudan, more teenage girls die in childbirth than finish high school.",1,REAL,0,FAKE,0.68949693,0.31050307,0.68949693,False,17,REAL_TO_FAKE,17-32
saturday night live executive producer lorne michaels could be put in jail under this amendment for making fun of any politician.,0,FAKE,1,REAL,0.31019166,0.6898083,0.6898083,False,25,FAKE_TO_REAL,17-32
austin school district teachers are the lowest paid of any urban texas district and the lowest paid of any surrounding school district.,0,FAKE,1,REAL,0.30958602,0.6904141,0.6904141,False,25,FAKE_TO_REAL,17-32
saysmaggie hassan was out of state on 30 days over the last three months.,1,REAL,0,FAKE,0.6920423,0.30795768,0.6920423,False,20,REAL_TO_FAKE,17-32
"insured floridians pay about $ 2, 000 for every hospital stay to cover the cost of the uninsured.",0,FAKE,1,REAL,0.30623645,0.6937636,0.6937636,False,28,FAKE_TO_REAL,17-32
a [ bank ] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,0,FAKE,1,REAL,0.303504,0.696496,0.696496,False,30,FAKE_TO_REAL,17-32
there is no record of congresswoman betty sutton... ever holding a single in - person town hall meeting open to the general public.,0,FAKE,1,REAL,0.30336234,0.6966377,0.6966377,False,30,FAKE_TO_REAL,17-32
more women are graduating from college now than men.,1,REAL,0,FAKE,0.6976627,0.30233726,0.6976627,False,12,REAL_TO_FAKE,1-16
general motors is the largest corporation in the world again.,0,FAKE,1,REAL,0.30136868,0.6986313,0.6986313,False,13,FAKE_TO_REAL,1-16
the war spending bill actually spends more money on the international monetary fund than on the war.,0,FAKE,1,REAL,0.29996753,0.7000325,0.7000325,False,20,FAKE_TO_REAL,17-32
weve doubled the production of clean energy.,1,REAL,0,FAKE,0.7014672,0.29853278,0.7014672,False,11,REAL_TO_FAKE,1-16
$ 65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,1,REAL,0,FAKE,0.7039208,0.29607916,0.7039208,False,23,REAL_TO_FAKE,17-32
all private healthcare plans must conform to government rules to participate in a healthcare exchange.,1,REAL,0,FAKE,0.7051076,0.2948923,0.7051076,False,18,REAL_TO_FAKE,17-32
half of children struck by cars near schools are hit by parents driving children to school.,0,FAKE,1,REAL,0.294566,0.705434,0.705434,False,19,FAKE_TO_REAL,17-32
"sen. mccain was already turning his sights to iraq just days after 9 / 11, and he became a leading supporter of an invasion and occupation of ( iraq ).",1,REAL,0,FAKE,0.70696425,0.29303575,0.70696425,False,35,REAL_TO_FAKE,33-64
tom suozzi raised taxes by hundreds of millions of dollars as nassau county executive.,1,REAL,0,FAKE,0.70838773,0.29161224,0.70838773,False,19,REAL_TO_FAKE,17-32
this ban will only apply to oregon commercial fishermen. washington commercial fishermen would still be allowed to use gillnets on the columbia river.,0,FAKE,1,REAL,0.2910924,0.7089076,0.7089076,False,28,FAKE_TO_REAL,17-32
"mark herring voted to allow sex offenders, including rapists, to serve shorter sentences.",0,FAKE,1,REAL,0.2907768,0.7092232,0.7092232,False,19,FAKE_TO_REAL,17-32
"rick perry attempted to fast - track unnecessary coal - fired power plants, which degrade air quality and would cost billions. fortunately, a court stopped him.",1,REAL,0,FAKE,0.7109477,0.28905237,0.7109477,False,33,REAL_TO_FAKE,33-64
the ( russian ) ruble is already going down.,1,REAL,0,FAKE,0.7122565,0.28774345,0.7122565,False,13,REAL_TO_FAKE,1-16
he was a member of the iraq study group and was either fired or quit from a very important commission that was trying to figure out the way forward in iraq.,1,REAL,0,FAKE,0.7149891,0.28501084,0.7149891,False,34,REAL_TO_FAKE,33-64
"a high school dropout makes on average $ 19, 000 a year, a high school graduate makes $ 28, 000 a year, a college graduate makes $ 51, 000 a year.",1,REAL,0,FAKE,0.7158977,0.2841023,0.7158977,False,40,REAL_TO_FAKE,33-64
"in massachusetts, scott brown pushed for a law to force women considering abortion - - force them - - to look at color photographs of developing fetuses.",1,REAL,0,FAKE,0.7162689,0.28373113,0.7162689,False,33,REAL_TO_FAKE,33-64
"in europe, church attendance rates ( are ) in the single digits because churches are supported by taxes.",0,FAKE,1,REAL,0.28187773,0.71812224,0.71812224,False,22,FAKE_TO_REAL,17-32
dan patrick called for increasing the gas tax and the state sales tax.,1,REAL,0,FAKE,0.7189649,0.28103513,0.7189649,False,16,REAL_TO_FAKE,1-16
"chinese tire imports threatened 1, 000 american jobs, so president obama stood up to china and protected american workers. mitt romney attacked obamas decision.",1,REAL,0,FAKE,0.7191272,0.28087276,0.7191272,False,32,REAL_TO_FAKE,17-32
"when it comes to transportation funds, georgians spend more in taxes and on red tape than they get back from the federal government.",0,FAKE,1,REAL,0.2798087,0.7201913,0.7201913,False,28,FAKE_TO_REAL,17-32
"quite frankly, it was during the bush years of spending, multiplied now by the obama years that we have this mess.",1,REAL,0,FAKE,0.7202814,0.27971855,0.7202814,False,26,REAL_TO_FAKE,17-32
hackers broke into virginias prescription - drug database ( and )... obtained more than 8. 2 million patient records and a total of nearly 36 million prescriptions.,1,REAL,0,FAKE,0.72136986,0.27863017,0.72136986,False,37,REAL_TO_FAKE,33-64
says paul ryans budget relies on the same $ 700 billion in savings from medicare that mitt romney and other republicans have been attacking democrats about.,1,REAL,0,FAKE,0.721438,0.27856207,0.721438,False,31,REAL_TO_FAKE,17-32
the immigration bill has a specific provision that says that secretary napolitano does not have to build any fence if she chooses not to.,0,FAKE,1,REAL,0.27769464,0.72230536,0.72230536,False,29,FAKE_TO_REAL,17-32
"by the time i left the state department, economic growth was up and opium production was down in afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.",1,REAL,0,FAKE,0.72319406,0.2768059,0.72319406,False,37,REAL_TO_FAKE,33-64
rick scott says he supported in - state tuition for dreamers while charlie crist was against it.,0,FAKE,1,REAL,0.2749522,0.7250477,0.7250477,False,22,FAKE_TO_REAL,17-32
"as governor of florida, i used a combination of strategies to help reduce heroin use among youth in florida by approximately 50 percent.",0,FAKE,1,REAL,0.27455702,0.725443,0.725443,False,27,FAKE_TO_REAL,17-32
u. s. house opponent paul ryan supports cutting funding for veterans by 24 percent.,0,FAKE,1,REAL,0.2743178,0.72568226,0.72568226,False,19,FAKE_TO_REAL,17-32
"in syria, we struck a deal where we got 100 percent of the chemical weapons out.",1,REAL,0,FAKE,0.7273722,0.27262777,0.7273722,False,20,REAL_TO_FAKE,17-32
says charlie crist voted against raising the minimum wage.,0,FAKE,1,REAL,0.27255073,0.72744924,0.72744924,False,13,FAKE_TO_REAL,1-16
says gov. mike pence and rep. mike coffman take the same positions on a number of things... coffman and pence oppose equal rights for lgbt americans.,0,FAKE,1,REAL,0.2687132,0.73128676,0.73128676,False,40,FAKE_TO_REAL,33-64
orrin hatch co - sponsored a 1993 health care bill that had an individual mandate.,1,REAL,0,FAKE,0.7321959,0.26780412,0.7321959,False,19,REAL_TO_FAKE,17-32
john mccain fought to rein in fannie and freddie... but democrats blocked the reforms.,0,FAKE,1,REAL,0.26703116,0.7329688,0.7329688,False,21,FAKE_TO_REAL,17-32
oil production is down 14 percent this year on federal land.,0,FAKE,1,REAL,0.26615137,0.7338487,0.7338487,False,14,FAKE_TO_REAL,1-16
kelly ayotte voted for a budget that had $ 90 billion of cuts to pell grants.,0,FAKE,1,REAL,0.26482987,0.7351701,0.7351701,False,22,FAKE_TO_REAL,17-32
says the initial portland plastic bag ban represented only a modest share of total single - use checkout bag use.,0,FAKE,1,REAL,0.26402763,0.7359723,0.7359723,False,24,FAKE_TO_REAL,17-32
john mccain is right on that one. the line - item veto is the best tool the president has to rein in excessive spending.,0,FAKE,1,REAL,0.2639792,0.7360208,0.7360208,False,28,FAKE_TO_REAL,17-32
"about two - thirds of medicaid beneficiaries are children, but they account for one - third of the programs cost, while one - third are elderly, and they account for two - thirds of the cost.",0,FAKE,1,REAL,0.26353255,0.73646754,0.73646754,False,47,FAKE_TO_REAL,33-64
wages adjusted for inflation havent risen since the turn of the last century.,0,FAKE,1,REAL,0.26228222,0.73771775,0.73771775,False,17,FAKE_TO_REAL,17-32
